index,bindingTitle,bindingId,publicationId,date,issue,generalType,publisher,pageNumber,textHighlights,terms,url,copyrights,references
5,Uusi Suometar,1199774,1457-4721,1918-01-15,15,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199774?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 15.01.1918, nro 15, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199774?page=1
Kansalliskirjaston digitaaliset aineistot"
4,Uusi Suometar,1199775,1457-4721,1918-01-16,16,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199775?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 16.01.1918, nro 16, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199775?page=1
Kansalliskirjaston digitaaliset aineistot"
115,Helsingin Sanomat,1175184,0355-2047,1918-01-16,16,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175184?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 16.01.1918, nro 16, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175184?page=1
Kansalliskirjaston digitaaliset aineistot"
222,Aamulehti,1158554,0355-6913,1918-01-16,13,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158554?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 16.01.1918, nro 13, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158554?page=1
Kansalliskirjaston digitaaliset aineistot"
221,Aamulehti,1158555,0355-6913,1918-01-17,14,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158555?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 17.01.1918, nro 14, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158555?page=1
Kansalliskirjaston digitaaliset aineistot"
3,Uusi Suometar,1199776,1457-4721,1918-01-17,17,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199776?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 17.01.1918, nro 17, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199776?page=1
Kansalliskirjaston digitaaliset aineistot"
114,Helsingin Sanomat,1175185,0355-2047,1918-01-17,17,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175185?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 17.01.1918, nro 17, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175185?page=1
Kansalliskirjaston digitaaliset aineistot"
220,Aamulehti,1158556,0355-6913,1918-01-18,15,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158556?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 18.01.1918, nro 15, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158556?page=1
Kansalliskirjaston digitaaliset aineistot"
2,Uusi Suometar,1199777,1457-4721,1918-01-18,18,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199777?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 18.01.1918, nro 18, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199777?page=1
Kansalliskirjaston digitaaliset aineistot"
113,Helsingin Sanomat,1175186,0355-2047,1918-01-18,18,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175186?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 18.01.1918, nro 18, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175186?page=1
Kansalliskirjaston digitaaliset aineistot"
1,Uusi Suometar,1199778,1457-4721,1918-01-19,19,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199778?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 19.01.1918, nro 19, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199778?page=1
Kansalliskirjaston digitaaliset aineistot"
112,Helsingin Sanomat,1175187,0355-2047,1918-01-19,19,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175187?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 19.01.1918, nro 19, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175187?page=1
Kansalliskirjaston digitaaliset aineistot"
219,Aamulehti,1158557,0355-6913,1918-01-19,16,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158557?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 19.01.1918, nro 16, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158557?page=1
Kansalliskirjaston digitaaliset aineistot"
0,Uusi Suometar,1199779,1457-4721,1918-01-20,20,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199779?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 20.01.1918, nro 20, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199779?page=1
Kansalliskirjaston digitaaliset aineistot"
218,Aamulehti,1158558,0355-6913,1918-01-20,17,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158558?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 20.01.1918, nro 17, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158558?page=1
Kansalliskirjaston digitaaliset aineistot"
111,Helsingin Sanomat,1175188,0355-2047,1918-01-20,20,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175188?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 20.01.1918, nro 20, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175188?page=1
Kansalliskirjaston digitaaliset aineistot"
9,Uusi Suometar,1199770,1457-4721,1918-01-21,21,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199770?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 21.01.1918, nro 21, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199770?page=1
Kansalliskirjaston digitaaliset aineistot"
110,Helsingin Sanomat,1175189,0355-2047,1918-01-21,21,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175189?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 21.01.1918, nro 21, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175189?page=1
Kansalliskirjaston digitaaliset aineistot"
109,Helsingin Sanomat,1175190,0355-2047,1918-01-22,22,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175190?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 22.01.1918, nro 22, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175190?page=1
Kansalliskirjaston digitaaliset aineistot"
217,Aamulehti,1158559,0355-6913,1918-01-22,18,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158559?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 22.01.1918, nro 18, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158559?page=1
Kansalliskirjaston digitaaliset aineistot"
8,Uusi Suometar,1199771,1457-4721,1918-01-22,22,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199771?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 22.01.1918, nro 22, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199771?page=1
Kansalliskirjaston digitaaliset aineistot"
108,Helsingin Sanomat,1175191,0355-2047,1918-01-23,23,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175191?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 23.01.1918, nro 23, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175191?page=1
Kansalliskirjaston digitaaliset aineistot"
216,Aamulehti,1158560,0355-6913,1918-01-23,19,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158560?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 23.01.1918, nro 19, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158560?page=1
Kansalliskirjaston digitaaliset aineistot"
7,Uusi Suometar,1199772,1457-4721,1918-01-23,23,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199772?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 23.01.1918, nro 23, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199772?page=1
Kansalliskirjaston digitaaliset aineistot"
92,Uusi Suometar,1199652,1457-4721,1918-01-24,24,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199652?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 24.01.1918, nro 24, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199652?page=1
Kansalliskirjaston digitaaliset aineistot"
107,Helsingin Sanomat,1175192,0355-2047,1918-01-24,24,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175192?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 24.01.1918, nro 24, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175192?page=1
Kansalliskirjaston digitaaliset aineistot"
215,Aamulehti,1158561,0355-6913,1918-01-24,20,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158561?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 24.01.1918, nro 20, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158561?page=1
Kansalliskirjaston digitaaliset aineistot"
214,Aamulehti,1158562,0355-6913,1918-01-25,21,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158562?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 25.01.1918, nro 21, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158562?page=1
Kansalliskirjaston digitaaliset aineistot"
91,Uusi Suometar,1199653,1457-4721,1918-01-25,25,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199653?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 25.01.1918, nro 25, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199653?page=1
Kansalliskirjaston digitaaliset aineistot"
106,Helsingin Sanomat,1175193,0355-2047,1918-01-25,25,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175193?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 25.01.1918, nro 25, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175193?page=1
Kansalliskirjaston digitaaliset aineistot"
90,Uusi Suometar,1199654,1457-4721,1918-01-26,26,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199654?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 26.01.1918, nro 26, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199654?page=1
Kansalliskirjaston digitaaliset aineistot"
213,Aamulehti,1158563,0355-6913,1918-01-26,22,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158563?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 26.01.1918, nro 22, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158563?page=1
Kansalliskirjaston digitaaliset aineistot"
105,Helsingin Sanomat,1175194,0355-2047,1918-01-26,26,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175194?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 26.01.1918, nro 26, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175194?page=1
Kansalliskirjaston digitaaliset aineistot"
89,Uusi Suometar,1199655,1457-4721,1918-01-27,27,NEWSPAPER,Uuden Suomettaren Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199655?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Uusi Suometar, 27.01.1918, nro 27, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1199655?page=1
Kansalliskirjaston digitaaliset aineistot"
104,Helsingin Sanomat,1175195,0355-2047,1918-01-27,27 A,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175195?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 27.01.1918, nro 27 A, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175195?page=1
Kansalliskirjaston digitaaliset aineistot"
103,Helsingin Sanomat,1175196,0355-2047,1918-01-27,27 B,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175196?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 27.01.1918, nro 27 B, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175196?page=1
Kansalliskirjaston digitaaliset aineistot"
212,Aamulehti,1158564,0355-6913,1918-01-27,23,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158564?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 27.01.1918, nro 23, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158564?page=1
Kansalliskirjaston digitaaliset aineistot"
211,Aamulehti,1158565,0355-6913,1918-01-28,24,NEWSPAPER,Aamulehti Yhtymä Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158565?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Aamulehti, 28.01.1918, nro 24, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1158565?page=1
Kansalliskirjaston digitaaliset aineistot"
102,Helsingin Sanomat,1175197,0355-2047,1918-03-13,1,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175197?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 13.03.1918, nro 1, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175197?page=1
Kansalliskirjaston digitaaliset aineistot"
151,Helsingin Sanomat,1175135,0355-2047,1918-03-14,2,NEWSPAPER,Sanoma Oy,1,,,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175135?page=1,Aineistoon voi liittyä käytön rajoituksia.,"Helsingin Sanomat, 14.03.1918, nro 2, s. 1
https://digi.kansalliskirjasto.fi/sanomalehti/binding/1175135?page=1
Kansalliskirjaston digitaaliset aineistot"
